seqname,source,feature,start,end,score,strand,frame,hid,hstart,hend,genscan,gene_id,transcript_id,exon_id,gene_type,variation_name,probe_name
20,Ensembl,gene,58903528,58903585,.,+,2,,,,,ENSG00000087460,ENST00000349036,ENSE00003567817,protein_coding,,
20,Ensembl,gene,58903672,58903791,.,+,0,,,,,ENSG00000087460,ENST00000349036,ENSE00003666581,protein_coding,,
20,Ensembl,gene,58905383,58905480,.,+,0,,,,,ENSG00000087460,ENST00000349036,ENSE00003788021,protein_coding,,
20,Ensembl,gene,58855178,58855333,.,+,1,,,,,ENSG00000087460,ENST00000423897,ENSE00001740518,protein_coding,,
20,Ensembl,gene,58895612,58895684,.,+,1,,,,,ENSG00000087460,ENST00000423897,ENSE00003480754,protein_coding,,
20,Ensembl,gene,58898941,58898985,.,+,2,,,,,ENSG00000087460,ENST00000423897,ENSE00003586723,protein_coding,,
20,Ensembl,gene,58899949,58900410,.,+,2,,,,,ENSG00000087460,ENST00000423897,ENSE00003621304,protein_coding,,
20,Ensembl,gene,58888413,58888818,.,+,-1,,,,,ENSG00000087460,ENST00000464960,ENSE00001952984,protein_coding,,
20,Ensembl,gene,58895612,58895684,.,+,-1,,,,,ENSG00000087460,ENST00000464960,ENSE00003685749,protein_coding,,
20,Ensembl,gene,58898941,58898985,.,+,-1,,,,,ENSG00000087460,ENST00000464960,ENSE00003529070,protein_coding,,
20,Ensembl,gene,58899949,58900410,.,+,-1,,,,,ENSG00000087460,ENST00000464960,ENSE00003570918,protein_coding,,
20,Ensembl,gene,58888779,58888818,.,+,-1,,,,,ENSG00000087460,ENST00000488546,ENSE00001929475,protein_coding,,
20,Ensembl,gene,58895612,58895684,.,+,-1,,,,,ENSG00000087460,ENST00000488546,ENSE00003685749,protein_coding,,
20,Ensembl,gene,58903528,58903585,.,+,-1,,,,,ENSG00000087460,ENST00000488546,ENSE00003682443,protein_coding,,
20,Ensembl,gene,58903672,58903791,.,+,-1,,,,,ENSG00000087460,ENST00000488546,ENSE00003550717,protein_coding,,
20,Ensembl,gene,58905383,58905480,.,+,-1,,,,,ENSG00000087460,ENST00000488546,ENSE00003588410,protein_coding,,
20,Ensembl,gene,58909162,58909216,.,+,-1,,,,,ENSG00000087460,ENST00000488546,ENSE00003488234,protein_coding,,
20,Ensembl,gene,58909350,58909423,.,+,-1,,,,,ENSG00000087460,ENST00000488546,ENSE00003526646,protein_coding,,
20,Ensembl,gene,58909521,58909579,.,+,-1,,,,,ENSG00000087460,ENST00000488546,ENSE00003574089,protein_coding,,
20,Ensembl,gene,58909684,58909804,.,+,-1,,,,,ENSG00000087460,ENST00000488546,ENSE00003480263,protein_coding,,
20,Ensembl,gene,58909951,58910081,.,+,-1,,,,,ENSG00000087460,ENST00000488546,ENSE00003531889,protein_coding,,
20,Ensembl,gene,58910334,58910401,.,+,-1,,,,,ENSG00000087460,ENST00000488546,ENSE00003690352,protein_coding,,
20,Ensembl,gene,58888849,58888904,.,+,-1,,,,,ENSG00000087460,ENST00000481039,ENSE00001937877,protein_coding,,
20,Ensembl,gene,58895612,58895684,.,+,-1,,,,,ENSG00000087460,ENST00000481039,ENSE00003685749,protein_coding,,
20,Ensembl,gene,58898941,58898985,.,+,-1,,,,,ENSG00000087460,ENST00000481039,ENSE00003529070,protein_coding,,
20,Ensembl,gene,58903531,58903585,.,+,-1,,,,,ENSG00000087460,ENST00000481039,ENSE00003546600,protein_coding,,
20,Ensembl,gene,58903672,58903791,.,+,-1,,,,,ENSG00000087460,ENST00000481039,ENSE00003550717,protein_coding,,
20,Ensembl,gene,58905383,58905480,.,+,-1,,,,,ENSG00000087460,ENST00000481039,ENSE00003588410,protein_coding,,
20,Ensembl,gene,58909162,58909216,.,+,-1,,,,,ENSG00000087460,ENST00000481039,ENSE00003488234,protein_coding,,
20,Ensembl,gene,58909350,58909423,.,+,-1,,,,,ENSG00000087460,ENST00000481039,ENSE00003526646,protein_coding,,
20,Ensembl,gene,58909521,58909579,.,+,-1,,,,,ENSG00000087460,ENST00000481039,ENSE00003574089,protein_coding,,
20,Ensembl,gene,58909684,58909804,.,+,-1,,,,,ENSG00000087460,ENST00000481039,ENSE00003480263,protein_coding,,
20,Ensembl,gene,58888859,58888908,.,+,-1,,,,,ENSG00000087460,ENST00000468895,ENSE00001812143,protein_coding,,
20,Ensembl,gene,58895612,58895684,.,+,-1,,,,,ENSG00000087460,ENST00000468895,ENSE00003685749,protein_coding,,
20,Ensembl,gene,58903528,58903585,.,+,-1,,,,,ENSG00000087460,ENST00000468895,ENSE00003682443,protein_coding,,
20,Ensembl,gene,58903672,58903791,.,+,-1,,,,,ENSG00000087460,ENST00000468895,ENSE00003550717,protein_coding,,
20,Ensembl,gene,58905383,58905480,.,+,-1,,,,,ENSG00000087460,ENST00000468895,ENSE00003588410,protein_coding,,
20,Ensembl,gene,58909162,58909216,.,+,-1,,,,,ENSG00000087460,ENST00000468895,ENSE00003488234,protein_coding,,
20,Ensembl,gene,58909350,58909423,.,+,-1,,,,,ENSG00000087460,ENST00000468895,ENSE00003526646,protein_coding,,
20,Ensembl,gene,58909521,58909575,.,+,-1,,,,,ENSG00000087460,ENST00000468895,ENSE00003465939,protein_coding,,
20,Ensembl,gene,58888893,58889046,.,+,-1,,,,,ENSG00000087460,ENST00000467321,ENSE00001930741,protein_coding,,
20,Ensembl,gene,58895612,58895684,.,+,-1,,,,,ENSG00000087460,ENST00000467321,ENSE00003685749,protein_coding,,
20,Ensembl,gene,58898941,58898985,.,+,-1,,,,,ENSG00000087460,ENST00000467321,ENSE00003529070,protein_coding,,
20,Ensembl,gene,58903531,58903585,.,+,-1,,,,,ENSG00000087460,ENST00000467321,ENSE00003546600,protein_coding,,
20,Ensembl,gene,58903672,58903791,.,+,-1,,,,,ENSG00000087460,ENST00000467321,ENSE00003550717,protein_coding,,
20,Ensembl,gene,58905383,58905480,.,+,-1,,,,,ENSG00000087460,ENST00000467321,ENSE00003588410,protein_coding,,
20,Ensembl,gene,58909162,58909216,.,+,-1,,,,,ENSG00000087460,ENST00000467321,ENSE00003488234,protein_coding,,
20,Ensembl,gene,58909350,58909423,.,+,-1,,,,,ENSG00000087460,ENST00000467321,ENSE00003526646,protein_coding,,
20,Ensembl,gene,58909521,58909579,.,+,-1,,,,,ENSG00000087460,ENST00000467321,ENSE00003574089,protein_coding,,
20,Ensembl,gene,58889100,58889353,.,+,-1,,,,,ENSG00000087460,ENST00000477931,ENSE00001925802,protein_coding,,
20,Ensembl,gene,58895612,58895684,.,+,-1,,,,,ENSG00000087460,ENST00000477931,ENSE00003685749,protein_coding,,
20,Ensembl,gene,58898941,58898985,.,+,-1,,,,,ENSG00000087460,ENST00000477931,ENSE00003529070,protein_coding,,
20,Ensembl,gene,58903531,58903585,.,+,-1,,,,,ENSG00000087460,ENST00000477931,ENSE00003546600,protein_coding,,
20,Ensembl,gene,58903672,58903791,.,+,-1,,,,,ENSG00000087460,ENST00000477931,ENSE00003550717,protein_coding,,
20,Ensembl,gene,58905383,58905480,.,+,-1,,,,,ENSG00000087460,ENST00000477931,ENSE00003588410,protein_coding,,
20,Ensembl,gene,58909162,58909216,.,+,-1,,,,,ENSG00000087460,ENST00000477931,ENSE00003488234,protein_coding,,
20,Ensembl,gene,58909350,58909423,.,+,-1,,,,,ENSG00000087460,ENST00000477931,ENSE00003526646,protein_coding,,
20,Ensembl,gene,58909521,58909579,.,+,-1,,,,,ENSG00000087460,ENST00000477931,ENSE00003574089,protein_coding,,
20,Ensembl,gene,58909684,58909804,.,+,-1,,,,,ENSG00000087460,ENST00000477931,ENSE00003480263,protein_coding,,
20,Ensembl,gene,58909951,58910081,.,+,-1,,,,,ENSG00000087460,ENST00000477931,ENSE00003531889,protein_coding,,
20,Ensembl,gene,58910334,58910401,.,+,-1,,,,,ENSG00000087460,ENST00000477931,ENSE00003690352,protein_coding,,
20,Ensembl,gene,58910683,58911192,.,+,-1,,,,,ENSG00000087460,ENST00000477931,ENSE00003657553,protein_coding,,
20,Ensembl,gene,58889124,58889549,.,+,-1,,,,,ENSG00000087460,ENST00000485673,ENSE00001914375,protein_coding,,
20,Ensembl,gene,58895612,58895684,.,+,-1,,,,,ENSG00000087460,ENST00000485673,ENSE00003685749,protein_coding,,
20,Ensembl,gene,58903528,58903585,.,+,-1,,,,,ENSG00000087460,ENST00000485673,ENSE00003682443,protein_coding,,
20,Ensembl,gene,58903672,58903791,.,+,-1,,,,,ENSG00000087460,ENST00000485673,ENSE00003550717,protein_coding,,
20,Ensembl,gene,58905383,58905420,.,+,-1,,,,,ENSG00000087460,ENST00000485673,ENSE00001951599,protein_coding,,
20,Ensembl,gene,58889144,58889353,.,+,-1,,,,,ENSG00000087460,ENST00000470512,ENSE00001862088,protein_coding,,
20,Ensembl,gene,58895612,58895684,.,+,-1,,,,,ENSG00000087460,ENST00000470512,ENSE00003685749,protein_coding,,
20,Ensembl,gene,58898941,58898985,.,+,-1,,,,,ENSG00000087460,ENST00000470512,ENSE00003529070,protein_coding,,
20,Ensembl,gene,58903528,58903585,.,+,-1,,,,,ENSG00000087460,ENST00000470512,ENSE00003682443,protein_coding,,
20,Ensembl,gene,58903672,58903791,.,+,-1,,,,,ENSG00000087460,ENST00000470512,ENSE00003550717,protein_coding,,
20,Ensembl,gene,58905383,58905480,.,+,-1,,,,,ENSG00000087460,ENST00000470512,ENSE00003588410,protein_coding,,
20,Ensembl,gene,58909162,58909216,.,+,-1,,,,,ENSG00000087460,ENST00000470512,ENSE00003488234,protein_coding,,
20,Ensembl,gene,58909350,58909423,.,+,-1,,,,,ENSG00000087460,ENST00000470512,ENSE00003526646,protein_coding,,
20,Ensembl,gene,58909521,58909579,.,+,-1,,,,,ENSG00000087460,ENST00000470512,ENSE00003574089,protein_coding,,
20,Ensembl,gene,58909684,58909804,.,+,-1,,,,,ENSG00000087460,ENST00000470512,ENSE00003480263,protein_coding,,
20,Ensembl,gene,58889147,58889213,.,+,-1,,,,,ENSG00000087460,ENST00000464788,ENSE00001826045,protein_coding,,
20,Ensembl,gene,58895612,58895684,.,+,-1,,,,,ENSG00000087460,ENST00000464788,ENSE00003685749,protein_coding,,
20,Ensembl,gene,58898941,58898985,.,+,-1,,,,,ENSG00000087460,ENST00000464788,ENSE00003529070,protein_coding,,
20,Ensembl,gene,58903531,58903585,.,+,-1,,,,,ENSG00000087460,ENST00000464788,ENSE00003546600,protein_coding,,
20,Ensembl,gene,58903672,58903791,.,+,-1,,,,,ENSG00000087460,ENST00000464788,ENSE00003550717,protein_coding,,
20,Ensembl,gene,58905383,58905480,.,+,-1,,,,,ENSG00000087460,ENST00000464788,ENSE00003588410,protein_coding,,
20,Ensembl,gene,58909162,58909216,.,+,-1,,,,,ENSG00000087460,ENST00000464788,ENSE00003488234,protein_coding,,
20,Ensembl,gene,58909350,58909419,.,+,-1,,,,,ENSG00000087460,ENST00000464788,ENSE00001843717,protein_coding,,
20,Ensembl,gene,58889151,58889406,.,+,-1,,,,,ENSG00000087460,ENST00000469431,ENSE00001870636,protein_coding,,
20,Ensembl,gene,58895612,58895684,.,+,-1,,,,,ENSG00000087460,ENST00000469431,ENSE00003685749,protein_coding,,
20,Ensembl,gene,58898941,58898985,.,+,-1,,,,,ENSG00000087460,ENST00000469431,ENSE00003529070,protein_coding,,
20,Ensembl,gene,58903531,58903585,.,+,-1,,,,,ENSG00000087460,ENST00000469431,ENSE00003546600,protein_coding,,
20,Ensembl,gene,58903672,58903791,.,+,-1,,,,,ENSG00000087460,ENST00000469431,ENSE00003550717,protein_coding,,
20,Ensembl,gene,58905383,58905480,.,+,-1,,,,,ENSG00000087460,ENST00000469431,ENSE00003588410,protein_coding,,
20,Ensembl,gene,58909162,58909216,.,+,-1,,,,,ENSG00000087460,ENST00000469431,ENSE00003488234,protein_coding,,
20,Ensembl,gene,58889160,58889353,.,+,-1,,,,,ENSG00000087460,ENST00000478585,ENSE00001872672,protein_coding,,
20,Ensembl,gene,58895612,58895684,.,+,-1,,,,,ENSG00000087460,ENST00000478585,ENSE00003685749,protein_coding,,
20,Ensembl,gene,58903528,58903585,.,+,-1,,,,,ENSG00000087460,ENST00000478585,ENSE00003682443,protein_coding,,
20,Ensembl,gene,58903672,58903791,.,+,-1,,,,,ENSG00000087460,ENST00000478585,ENSE00003550717,protein_coding,,
20,Ensembl,gene,58905383,58905480,.,+,-1,,,,,ENSG00000087460,ENST00000478585,ENSE00003588410,protein_coding,,
20,Ensembl,gene,58889160,58889332,.,+,-1,,,,,ENSG00000087460,ENST00000604005,ENSE00003593095,protein_coding,,
20,Ensembl,gene,58895612,58895684,.,+,-1,,,,,ENSG00000087460,ENST00000604005,ENSE00003634294,protein_coding,,
20,Ensembl,gene,58898941,58898985,.,+,2,,,,,ENSG00000087460,ENST00000604005,ENSE00003586723,protein_coding,,
20,Ensembl,gene,58903531,58903585,.,+,2,,,,,ENSG00000087460,ENST00000604005,ENSE00003690843,protein_coding,,
20,Ensembl,gene,58903672,58903791,.,+,0,,,,,ENSG00000087460,ENST00000604005,ENSE00003666581,protein_coding,,
20,Ensembl,gene,58905383,58905480,.,+,0,,,,,ENSG00000087460,ENST00000604005,ENSE00003788021,protein_coding,,
20,Ensembl,gene,58909162,58909216,.,+,2,,,,,ENSG00000087460,ENST00000604005,ENSE00003621596,protein_coding,,
20,Ensembl,gene,58909350,58909423,.,+,0,,,,,ENSG00000087460,ENST00000604005,ENSE00003785267,protein_coding,,
20,Ensembl,gene,58889171,58889353,.,+,-1,,,,,ENSG00000087460,ENST00000480975,ENSE00001878411,protein_coding,,
20,Ensembl,gene,58895612,58895684,.,+,-1,,,,,ENSG00000087460,ENST00000480975,ENSE00003685749,protein_coding,,
20,Ensembl,gene,58903531,58903585,.,+,-1,,,,,ENSG00000087460,ENST00000480975,ENSE00003546600,protein_coding,,
20,Ensembl,gene,58903672,58903791,.,+,-1,,,,,ENSG00000087460,ENST00000480975,ENSE00003550717,protein_coding,,
20,Ensembl,gene,58905383,58905480,.,+,-1,,,,,ENSG00000087460,ENST00000480975,ENSE00003588410,protein_coding,,
20,Ensembl,gene,58909162,58909216,.,+,-1,,,,,ENSG00000087460,ENST00000480975,ENSE00003488234,protein_coding,,
20,Ensembl,gene,58909350,58909423,.,+,-1,,,,,ENSG00000087460,ENST00000480975,ENSE00003526646,protein_coding,,
20,Ensembl,gene,58909521,58909579,.,+,-1,,,,,ENSG00000087460,ENST00000480975,ENSE00003574089,protein_coding,,
20,Ensembl,gene,58909684,58909804,.,+,-1,,,,,ENSG00000087460,ENST00000480975,ENSE00003480263,protein_coding,,
20,Ensembl,gene,58909951,58910081,.,+,-1,,,,,ENSG00000087460,ENST00000480975,ENSE00003531889,protein_coding,,
20,Ensembl,gene,58910334,58910401,.,+,-1,,,,,ENSG00000087460,ENST00000480975,ENSE00003690352,protein_coding,,
20,Ensembl,gene,58910683,58911179,.,+,-1,,,,,ENSG00000087460,ENST00000480975,ENSE00001915570,protein_coding,,
20,Ensembl,gene,58889223,58889353,.,+,-1,,,,,ENSG00000087460,ENST00000480232,ENSE00001888388,protein_coding,,
20,Ensembl,gene,58889526,58889549,.,+,-1,,,,,ENSG00000087460,ENST00000480232,ENSE00001882994,protein_coding,,
20,Ensembl,gene,58895612,58895684,.,+,-1,,,,,ENSG00000087460,ENST00000480232,ENSE00003685749,protein_coding,,
20,Ensembl,gene,58898941,58898985,.,+,-1,,,,,ENSG00000087460,ENST00000480232,ENSE00003529070,protein_coding,,
20,Ensembl,gene,58903528,58903585,.,+,-1,,,,,ENSG00000087460,ENST00000480232,ENSE00003682443,protein_coding,,
20,Ensembl,gene,58903672,58903791,.,+,-1,,,,,ENSG00000087460,ENST00000480232,ENSE00003550717,protein_coding,,
20,Ensembl,gene,58905383,58905480,.,+,-1,,,,,ENSG00000087460,ENST00000480232,ENSE00003588410,protein_coding,,
20,Ensembl,gene,58909162,58909216,.,+,-1,,,,,ENSG00000087460,ENST00000480232,ENSE00003488234,protein_coding,,
20,Ensembl,gene,58909350,58909423,.,+,-1,,,,,ENSG00000087460,ENST00000480232,ENSE00003526646,protein_coding,,
20,Ensembl,gene,58909521,58909579,.,+,-1,,,,,ENSG00000087460,ENST00000480232,ENSE00003574089,protein_coding,,
20,Ensembl,gene,58909684,58909804,.,+,-1,,,,,ENSG00000087460,ENST00000480232,ENSE00003480263,protein_coding,,
20,Ensembl,gene,58909951,58909985,.,+,-1,,,,,ENSG00000087460,ENST00000480232,ENSE00001922744,protein_coding,,
20,Ensembl,gene,58889227,58889353,.,+,-1,,,,,ENSG00000087460,ENST00000484504,ENSE00001819127,protein_coding,,
20,Ensembl,gene,58895612,58895684,.,+,-1,,,,,ENSG00000087460,ENST00000484504,ENSE00003685749,protein_coding,,
20,Ensembl,gene,58899949,58900410,.,+,-1,,,,,ENSG00000087460,ENST00000484504,ENSE00003570918,protein_coding,,
20,Ensembl,gene,58890643,58890789,.,+,-1,,,,,ENSG00000087460,ENST00000461152,ENSE00001815798,protein_coding,,
20,Ensembl,gene,58895612,58895684,.,+,-1,,,,,ENSG00000087460,ENST00000461152,ENSE00003685749,protein_coding,,
20,Ensembl,gene,58903528,58903585,.,+,-1,,,,,ENSG00000087460,ENST00000461152,ENSE00003682443,protein_coding,,
20,Ensembl,gene,58891302,58891865,.,+,-1,,,,,ENSG00000087460,ENST00000371095,ENSE00001454344,protein_coding,,
20,Ensembl,gene,58895612,58895684,.,+,1,,,,,ENSG00000087460,ENST00000371095,ENSE00003480754,protein_coding,,
20,Ensembl,gene,58903528,58903585,.,+,2,,,,,ENSG00000087460,ENST00000371095,ENSE00003567817,protein_coding,,
20,Ensembl,gene,58903672,58903791,.,+,0,,,,,ENSG00000087460,ENST00000371095,ENSE00003666581,protein_coding,,
20,Ensembl,gene,58905383,58905480,.,+,0,,,,,ENSG00000087460,ENST00000371095,ENSE00003788021,protein_coding,,
20,Ensembl,gene,58909162,58909216,.,+,2,,,,,ENSG00000087460,ENST00000371095,ENSE00003621596,protein_coding,,
20,Ensembl,gene,58909350,58909423,.,+,0,,,,,ENSG00000087460,ENST00000371095,ENSE00003785267,protein_coding,,
20,Ensembl,gene,58909521,58909579,.,+,2,,,,,ENSG00000087460,ENST00000371095,ENSE00003500528,protein_coding,,
20,Ensembl,gene,58909684,58909804,.,+,1,,,,,ENSG00000087460,ENST00000371095,ENSE00003513281,protein_coding,,
